SKU,Categoria,Subcategoria,Nombre Producto,Descripcion Corta,Descripcion Larga,Unidad Medida,Presentacion Comercial,Tipo
ACER-1328,Acero y productos metalicos,Perfil,Perfil especial -575,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1329,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -575,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1330,Material electrico,Accesorio electrico,Accesorio electrico -575,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1331,Ferreteria y fijacion,Fijacion,Elemento fijacion -575,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1332,Herramienta y equipo,Herramienta,Herramienta especializada -575,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1333,EPP y seguridad,EPP,EPP especializado -575,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1334,Servicios y rentas,Servicio,Servicio especializado -575,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1335,Combustibles y lubricantes,Aceite motor,Aceite motor variante -565,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1336,Agregados y materiales de banco,Grava,Grava especial -565,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1337,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -565,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1338,Acero y productos metalicos,Perfil,Perfil especial -565,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1339,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -565,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1340,Material electrico,Accesorio electrico,Accesorio electrico -565,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1341,Ferreteria y fijacion,Fijacion,Elemento fijacion -565,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1342,Herramienta y equipo,Herramienta,Herramienta especializada -565,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1343,EPP y seguridad,EPP,EPP especializado -565,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1344,Servicios y rentas,Servicio,Servicio especializado -565,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1345,Combustibles y lubricantes,Aceite motor,Aceite motor variante -555,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1346,Agregados y materiales de banco,Grava,Grava especial -555,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1347,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -555,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1348,Acero y productos metalicos,Perfil,Perfil especial -555,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1349,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -555,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1350,Material electrico,Accesorio electrico,Accesorio electrico -555,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1351,Ferreteria y fijacion,Fijacion,Elemento fijacion -555,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1352,Herramienta y equipo,Herramienta,Herramienta especializada -555,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1353,EPP y seguridad,EPP,EPP especializado -555,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1354,Servicios y rentas,Servicio,Servicio especializado -555,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1355,Combustibles y lubricantes,Aceite motor,Aceite motor variante -545,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1356,Agregados y materiales de banco,Grava,Grava especial -545,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1357,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -545,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1358,Acero y productos metalicos,Perfil,Perfil especial -545,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1359,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -545,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1360,Material electrico,Accesorio electrico,Accesorio electrico -545,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1361,Ferreteria y fijacion,Fijacion,Elemento fijacion -545,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1362,Herramienta y equipo,Herramienta,Herramienta especializada -545,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1363,EPP y seguridad,EPP,EPP especializado -545,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1364,Servicios y rentas,Servicio,Servicio especializado -545,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1365,Combustibles y lubricantes,Aceite motor,Aceite motor variante -535,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1366,Agregados y materiales de banco,Grava,Grava especial -535,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1367,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -535,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1368,Acero y productos metalicos,Perfil,Perfil especial -535,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1369,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -535,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1370,Material electrico,Accesorio electrico,Accesorio electrico -535,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1371,Ferreteria y fijacion,Fijacion,Elemento fijacion -535,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1372,Herramienta y equipo,Herramienta,Herramienta especializada -535,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1373,EPP y seguridad,EPP,EPP especializado -535,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1374,Servicios y rentas,Servicio,Servicio especializado -535,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1375,Combustibles y lubricantes,Aceite motor,Aceite motor variante -525,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1376,Agregados y materiales de banco,Grava,Grava especial -525,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1377,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -525,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1378,Acero y productos metalicos,Perfil,Perfil especial -525,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1379,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -525,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1380,Material electrico,Accesorio electrico,Accesorio electrico -525,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1381,Ferreteria y fijacion,Fijacion,Elemento fijacion -525,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1382,Herramienta y equipo,Herramienta,Herramienta especializada -525,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1383,EPP y seguridad,EPP,EPP especializado -525,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1384,Servicios y rentas,Servicio,Servicio especializado -525,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1385,Combustibles y lubricantes,Aceite motor,Aceite motor variante -515,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1386,Agregados y materiales de banco,Grava,Grava especial -515,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1387,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -515,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1388,Acero y productos metalicos,Perfil,Perfil especial -515,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1389,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -515,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1390,Material electrico,Accesorio electrico,Accesorio electrico -515,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1391,Ferreteria y fijacion,Fijacion,Elemento fijacion -515,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1392,Herramienta y equipo,Herramienta,Herramienta especializada -515,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1393,EPP y seguridad,EPP,EPP especializado -515,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1394,Servicios y rentas,Servicio,Servicio especializado -515,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1395,Combustibles y lubricantes,Aceite motor,Aceite motor variante -505,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1396,Agregados y materiales de banco,Grava,Grava especial -505,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1397,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -505,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1398,Acero y productos metalicos,Perfil,Perfil especial -505,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1399,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -505,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-1400,Material electrico,Accesorio electrico,Accesorio electrico -505,Componente electrico,"Componente electrico. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-1401,Ferreteria y fijacion,Fijacion,Elemento fijacion -505,Sistema de fijacion,"Sistema de fijacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
HERR-1402,Herramienta y equipo,Herramienta,Herramienta especializada -505,Equipo de trabajo,"Equipo de trabajo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
EPP--1403,EPP y seguridad,EPP,EPP especializado -505,Proteccion personal,"Proteccion personal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
SERV-1404,Servicios y rentas,Servicio,Servicio especializado -505,Servicio de obra,"Servicio de obra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SERVICIO,Servicio,SERVICIO
COMB-1405,Combustibles y lubricantes,Aceite motor,Aceite motor variante -495,Aceite multiusos,"Aceite multiusos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-1406,Agregados y materiales de banco,Grava,Grava especial -495,Agregado especial,"Agregado especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
CONC-1407,Concretos asfaltos y estabilizantes,Concreto premezclado,Concreto especial -495,Concreto especializado,"Concreto especializado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
ACER-1408,Acero y productos metalicos,Perfil,Perfil especial -495,Perfil estructural,"Perfil estructural. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza 6 m,PRODUCTO
TUBE-1409,Tuberias y conexiones,Accesorio tuberia,Accesorio tuberia -495,Conexion especial,"Conexion especial. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
